title,author,num_pages,average_rating,ratings_count,text_reviews_count,publisher,publication_date,isbn,adult,art,audiobook,biography,business,childrens,classics,comics,comedy,contemporary,culture,food_and_drink,crime,fantasy,fiction,sexuality_and_gender,literature,graphic_Novels,historical,history,horror,magna,memoir,music,mystery,nonfiction,paranormal,philosophy,poetry,psychology,religion,romance,science,science_fiction,self_help,suspense,spirituality,sports,thriller,travel,young_adult
Fragments,Jean Baudrillard/Emily Agar,148,3.8,127,11,Verso,1/17/2007,1844675734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Consumer Society: Myths and Structures,Jean Baudrillard/Chris     Turner/George Ritzer,224,4.11,698,28,Sage Publications Ltd,4/14/1998,0761956921,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Vital Illusion,Jean Baudrillard/Julia Witwer,96,3.84,117,7,Columbia University Press,11/22/2000,0231121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hijos de la medianoche,Salman Rushdie/Miguel Sáenz,798,3.98,63,13,DeBolsillo,2/3/2005,8497934326,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wicked Ties (Wicked Lovers  #1),Shayla Black,341,3.96,22055,1141,Berkley Heat,1/2/2007,0425213617,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
On a Wicked Dawn (Cynster  #9),Stephanie Laurens,448,4.06,5708,133,Avon,4/30/2002,0060002050,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Wicked (Vampire Huntress  #8),L.A. Banks,389,4.41,1778,36,St. Martins Press-3PL,9/5/2000,0312352360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,290,4.21,2128,27,Elloras Cave,11/30/2006,1419953966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Wicked Pirate,Rona Sharon,432,3.9,502,33,Zebra,11/1/2006,0821780573,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Wicked Dreams,Kingdome 19,112,3.67,3,0,Bruno Gmünder,9/1/2006,3861878755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If I Have a Wicked Stepmother  Where's My Prince?,Melissa Kantor,283,3.66,4393,432,Disney-Hyperion,9/1/2005,0786809604,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Couple of April Fools (The Hamlet Chronicles #6),Gregory Maguire/Elaine Clayton,240,3.48,3,0,HarperCollins,3/1/2005,0060760826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Liar,Gregory Maguire,144,3.54,125,22,HarperCollins,5/28/2002,0064408744,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Seven Spiders Spinning (The Hamlet Chronicles  #1),Gregory Maguire/Dirk Zimmer,144,3.6,264,30,HarperCollins,8/4/1995,0064405958,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Three Rotten Eggs (The Hamlet Chronicles  #5),Gregory Maguire/Elaine Clayton,240,3.74,79,5,HarperCollins,1/18/2005,0060546573,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Das Tulpenhaus oder Bekenntnisse einer häßlichen Stiefschwester,Gregory Maguire/Mechtild Sandberg-Ciletti,377,3.53,1,1,Dtv,12/1/2000,3423242302,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
On the Night You Were Born,Nancy Tillman,32,4.36,12837,505,Feiwel & Friends,10/17/2006,0312346069,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
The Night at the Museum,Milan Trenc,32,3.91,817,34,B.E.S. Publishing,11/1/2006,0764136313,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Heart Is a Lonely Hunter,Carson McCullers,359,3.98,77530,4685,Mariner Books,9/8/2000,0618084746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Heart Is a Lonely Hunter,Carson McCullers/Kasia Boddy,317,3.98,1459,169,Penguin Classics,8/31/2000,0141185228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,512,3.79,1477,90,Random House,5/6/2004,1857152743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,462,3.79,92,15,Everyman's Library,4/6/2004,1400042062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Pat Hobby Stories,F. Scott Fitzgerald/Arnold Gingrich,192,3.56,927,100,Scribner,12/6/1995,0684804425,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Pursuit of the Well-Beloved & The Well-Beloved,Thomas Hardy/Patricia Ingham,416,3.61,127,10,Penguin Classics,8/28/1997,0140435190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Playing in the Dark: Whiteness and the Literary Imagination,Toni Morrison,110,4.24,3738,241,Harvard University Press,5/1/1992,0674673778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Box,Toni Morrison/Slade Morrison,48,3.95,390,98,Little  Brown Books for Young Readers,9/1/2002,0786812915,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Their Eyes Were Watching God,Zora Neale Hurston,219,3.91,220309,9536,Amistad,5/30/2006,0061120065,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grasping God's Word: A Hands-On Approach to Reading  Interpreting  and Applying the Bible,J. Scott Duvall/J. Daniel Hays,462,4.17,811,68,Zondervan Publishing Company,8/2/2005,0310259665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Short Stories of Ernest Hemingway,Ernest Hemingway,499,4.26,113,12,Scribner Classics,3/1/1987,0020518609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Little Big Book for God's Children,Alice Wong/Lena Tabori,352,4.88,8,0,Welcome Books,9/1/2001,094180755X,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Children,Tom Perrotta,355,3.62,26316,1968,St. Martin's Griffin,1/1/2005,0312315732,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Dale Loves Sophie to Death,Robb Forman Dew,256,3.23,244,23,Back Bay Books,9/19/2001,0316890669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life of Bees,Sue Monk Kidd,302,4.05,1044725,26279,Penguin Books,1/28/2003,0142001740,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hokkaido Highway Blues: Hitchhiking Japan,Will Ferguson,344,4.0,2837,195,Canongate Books,6/5/2003,1841952885,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Martian Chronicles,Ray Bradbury/Ian  Miller,259,4.14,46,2,Bantam Books,12/1/2006,0553011804,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
You Know You Love Me (Gossip Girl  #2),Cecily von Ziegesar,240,3.52,19261,648,Poppy,9/1/2002,0316911488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Classroom Interactions as Cross-Cultural Encounters: Native Speakers in EFL Lessons,Jasmine C.M. Luk/Angel M.Y. Lin,241,0.0,0,0,Routledge,8/5/2006,0805850848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Them: Adventures with Extremists,Jon Ronson,328,3.95,1103,96,Pan Macmillan Ltd. (London),2/8/2002,0330375466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Why I Hate Canadians,Will Ferguson,220,3.72,630,48,Not Avail,2/19/2007,1550546007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Happiness,Will Ferguson,320,3.79,2256,182,HarperPerennial,6/3/2003,006052510X,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Discovering God's Will,Sinclair B. Ferguson,126,4.24,92,17,Banner of Truth,3/1/1982,0851513344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Truth of the Matter,Robb Forman Dew,352,3.09,194,40,Back Bay Books,11/3/2006,0316013307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spinoza: A Life,Steven Nadler,422,4.1,234,23,Cambridge University Press,4/23/2001,0521002931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Organizational Architecture: Designs for Changing Organizations,David A. Nadler/Robert B. Shaw/Marc S. Gerstein,304,4.62,2,0,Jossey-Bass,5/26/1992,1555424430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry V,William Shakespeare/Barbara A. Mowat/Paul Werstine/Michael Neill,294,3.88,35155,832,Washington Square Press,6/22/2004,0743484878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Erotism: Death and Sensuality,Georges Bataille/Mary Dalwood,288,4.11,1818,55,City Lights Publishers,1/1/2001,0872861902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Weimar Republic: The Crisis of Classical Modernity,Detlev J.K. Peukert/Richard Deveson,360,3.84,198,11,Hill and Wang,9/1/1993,0809015560,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam and Eve and Pinch Me,Ruth Rendell,368,3.64,1932,131,Vintage Crime/Black Lizard,1/14/2003,1400031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
A Pinch of Snuff (Dalziel & Pascoe  #5),Reginald Hill,336,3.84,1077,47,Dell,7/1/1990,0440169127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Egyptian Myth: A Very Short Introduction,Geraldine Pinch,143,3.61,189,18,Oxford University Press  USA,7/8/2004,0192803468,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
A Pinch of Poison (Hemlock Falls Mysteries  #3),Claudia Bishop,249,3.57,328,29,Berkley,12/1/1995,0425151042,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persuasion,Jane Austen,242,4.14,1532,61,Tor Classics,10/15/1999,0812565886,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond Seduction (Beyond Duet  #2),Emma Holly,297,3.7,1329,60,Jove,6/28/2002,0515133086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility,Jane Austen/Claire Lamont/James Kinsley,327,4.07,6853,249,Oxford University Press,4/29/2004,0192804782,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility,Jane Austen/Claire Lamont/Ros Ballaster,346,4.07,528,39,Penguin Classics,1/1/1996,0140434259,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility,Jane Austen/Laura Engel,312,4.07,1189,86,Barnes & Noble,10/21/2004,159308336X,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility,Jane Austen/Laura Engel,336,4.07,655,67,Barnes  Noble Classics,8/1/2003,1593080492,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),SparkNotes/Ken Kesey,72,4.13,4,0,SparkNotes,7/15/2002,1586633791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Different Mirror: A History of Multicultural America,Ronald Takaki,508,4.13,3389,212,Back Bay Books,6/1/1994,0316831115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,272,3.82,779,82,William Morrow Paperbacks,3/28/1995,0688140718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
The Buddha in Your Mirror: Practical Buddhism and the Search for Self,Woody Hochswender/Greg Martin/Ted Morino,230,4.28,732,72,Middleway Press,10/1/2001,0967469783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,704,4.08,143,26,Ballantine Books,7/12/1987,0345910907,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They Do It With Mirrors,Agatha Christie/Rosemary Leach,7,3.76,2,0,MacMillan Audio,11/8/2002,1559277580,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lemon Table,Julian Barnes,241,3.68,2043,167,Vintage,4/5/2005,1400076501,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Criminal Mastermind Collection  Bks 1-3 (Artemis Fowl  #1-3),Eoin Colfer,912,4.36,858,12,Miramax,9/27/2005,0786848693,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Encuentro en el Ártico (Artemis Fowl  #2),Eoin Colfer,344,3.95,3,0,Debolsillo,3/8/2006,8497939212,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Eternity Code (Artemis Fowl  #3),Eoin Colfer,309,4.04,221,13,Scholastic Inc.,10/1/2003,0439573882,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
El cubo B (Artemis Fowl  #3),Eoin Colfer/Ana Alcaina,352,4.04,17,0,Montena,7/5/2005,0307343111,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Eternity Code (Artemis Fowl  #3),Eoin Colfer,329,4.04,187,6,Penguin Group,4/3/2003,0670913529,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Forget Me Not: Photography and Remembrance,Geoffrey Batchen,128,4.22,56,8,Princeton Architectural Press,8/3/2006,156898619X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsoon Summer,Mitali Perkins,257,3.82,588,107,Laurel Leaf Library,4/11/2006,0440238404,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Warlock (Ancient Egypt  #3),Wilbur Smith,642,4.04,11169,272,St. Martin's Paperbacks,9/16/2002,0312980388,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945,Evan Thomas,415,4.11,2414,131,Simon & Schuster,11/7/2006,0743252217,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gift from the Sea,Anne Morrow Lindbergh,132,4.17,1372,187,Pantheon Books,10/8/1991,0679406832,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Wide Sargasso Sea: A Reader's Guide to Essential Criticism,Carl Plasa,194,3.63,166,10,Palgrave Macmillan,9/6/2002,184046268X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Housekeeping Illustrated Cookbook,Good Housekeeping/Zoe Coulson,512,4.37,1160,35,Hearst Communications,10/1/1980,0878510370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evelina,Frances Burney/Edward A. Bloom,455,3.67,12101,495,Oxford University Press,7/18/2002,0192840312,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dancing On Air,Frances Oliver,157,4.0,10,1,Ash-Tree Press,4/30/2004,1553100662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holding On to the Air,Suzanne Farrell/Toni Bentley,352,4.09,524,40,University Press of Florida,9/25/2002,0813025931,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Turtle (The Lighthouse Family  #4),Cynthia Rylant/Preston McDaniels,48,4.07,155,13,Beach Lane Books,2/1/2006,0689863128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Body in the Lighthouse,Katherine Hall Page,352,3.68,434,28,Avon,3/30/2004,0380813866,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Tragedy: Kennedy  Johnson  and the Origins of the Vietnam War,David E. Kaiser,576,3.51,30,3,Belknap Press,1/30/2002,0674006720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sun Also Rises,Ernest Hemingway,247,3.82,62,9,Scribner Book Company,10/1/1984,0684182602,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Call of the Wild,Jack London/Wendell Minor,128,3.86,188,16,Aladdin,10/1/1999,068981836X,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Call of the Wild,Jack London/Gary Paulsen,139,3.86,2210,157,Aladdin,2/1/2003,0689856741,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Call of the Wild and Three Other Klondike Stories,Jack London/Roger Dressler,5,3.81,33,1,Brilliance Audio,9/1/2001,1587887738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Call of the Wild and Selected Stories: 100th Anniversary Ed.,Jack London/Alex Kershaw,192,3.82,54,12,Signet Classics,11/1/1998,0451527038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fahrenheit 451,Ray Bradbury/Alfredo Crespo,176,3.99,580,64,Debolsillo,11/29/2004,8497930053,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1),Hiawyn Oram/C.S. Lewis/Tudor Humphries,48,4.25,6307,64,HarperCollins,9/21/2004,0060556501,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Lion  the Witch and the Wardrobe (Chronicles of Narnia #2),C.S. Lewis/Pauline Baynes,189,4.21,652,70,HarperEntertainment,10/25/2005,0060765488,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Lion  the Witch and the Wardrobe (Narnia),C.S. Lewis/Pauline Baynes,189,4.21,59,7,HarperCollins Publishers,10/4/2005,0060845244,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
New Moon (Moon #6),Rebecca York,323,3.86,634,30,Berkley Sensation,3/6/2007,0425216020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Health: The Basics (Donatelle Series),Rebecca J. Donatelle,480,3.58,6,0,Benjamin-Cummings Publishing Company,3/9/2006,0805377956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alice's Adventures in Wonderland,Lewis Carroll/Richard  Kelly,356,4.02,73,8,Broadview Press Inc,9/13/2000,155111223X,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anne of the Island and Tales of Avonlea,L.M. Montgomery,573,4.3,417,5,Gramercy,3/20/1991,051703705X,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
